mcq195___which_type_of_arthritis_was_it?,MCQ195 - Which type of arthritis was it?,mcq195___which_type_of_arthritis_was_it?,MCQ195,questionnaire,,mcq195___which_type_of_arthritis_was_it?,,1,1,0,0,0,0,0,0,0,0,0,0
mcq300c___close_relative_had_diabetes,MCQ300c - Close relative had diabetes?,mcq300c___close_relative_had_diabetes,MCQ300C,questionnaire,,mcq300c___close_relative_had_diabetes,,1,0,0,0,0,0,0,1,0,0,0,0
mcq366b___doctor_told_to_increase_exercise,MCQ366b - Doctor told you to exercise,mcq366b___doctor_told_to_increase_exercise,MCQ366B,questionnaire,,mcq366b___doctor_told_to_increase_exercise,,0,0,0,0,0,0,0,0,0,0,0,0
mcq366d___doctor_told_to_reduce_fat_in_diet,MCQ366d - Doctor told you to reduce fat/calories,mcq366d___doctor_told_to_reduce_fat_in_diet,MCQ366D,questionnaire,,dr_said_reduce_fat,Alias normalized to doctor-advised reduce-fat item.,1,0,0,0,0,0,1,0,0,0,0,0
mcq520___abdominal_pain_during_past_12_months?,MCQ520 - Abdominal pain during past 12 months?,mcq520___abdominal_pain_during_past_12_months?,MCQ520,questionnaire,,abdominal_pain | mcq520___abdominal_pain_during_past_12_months?,,1,0,0,0,0,0,1,0,0,0,0,0
mcq540___ever_seen_a_dr_about_this_pain,MCQ540 - Ever seen a DR about this pain,mcq540___ever_seen_a_dr_about_this_pain,MCQ540,questionnaire,,mcq540___ever_seen_a_dr_about_this_pain | saw_dr_for_pain,,1,0,0,0,0,0,1,0,0,0,0,0
mcq560___ever_had_gallbladder_surgery?,MCQ560 - Ever had gallbladder surgery?,mcq560___ever_had_gallbladder_surgery?,MCQ560,questionnaire,,mcq560___ever_had_gallbladder_surgery?,,0,0,0,0,0,0,0,0,0,0,0,0
med_count,RXDCOUNT - Number of prescription medicines taken,med_count,RXDCOUNT,derived-medication,,med_count,Local count of prescription medicines; aligns with RXDCOUNT.,5,0,1,1,1,0,0,1,0,1,0,0
moderate_exercise,moderate exercise,moderate_exercise,PAQ620 / PAQ665-derived,derived-questionnaire,,moderate_exercise,Generic moderate activity flag derived from work/recreation items.,1,0,0,0,0,0,0,0,1,0,0,0
ocd150___type_of_work_done_last_week,OCD150 - Type of work done last week,ocd150___type_of_work_done_last_week,OCD150,questionnaire,,ocd150___type_of_work_done_last_week,,0,0,0,0,0,0,0,0,0,0,0,0
ocq180___hours_worked_last_week_in_total_all_jobs,OCQ180 - Hours worked last week in total all jobs,ocq180___hours_worked_last_week_in_total_all_jobs,OCQ180,questionnaire,,hours_worked_per_week,Alias normalized to weekly hours worked.,1,0,0,0,0,0,0,0,1,0,0,0
ocq670___overall_work_schedule_past_3_months,OCQ670 - Overall work schedule past 3 months,ocq670___overall_work_schedule_past_3_months,OCQ670,questionnaire,,overall_work_schedule | work_schedule,Alias normalized to work schedule item.,2,0,1,0,0,0,0,0,1,0,0,0
pad680___minutes_sedentary_activity,PAD680 - Minutes sedentary activity,pad680___minutes_sedentary_activity,PAD680,questionnaire,,pad680_sedentary_minutes | sedentary_minutes,Alias normalized to sedentary minutes.,2,0,0,0,0,1,0,0,1,0,0,0
paq605___vigorous_work_activity,PAQ605 - Vigorous work activity,paq605___vigorous_work_activity,PAQ605,questionnaire,,paq605___vigorous_work_activity,,0,0,0,0,0,0,0,0,0,0,0,0
paq620___moderate_work_activity,PAQ620 - Moderate work activity,paq620___moderate_work_activity,PAQ620,questionnaire,,paq620___moderate_work_activity,,1,1,0,0,0,0,0,0,0,0,0,0
paq625___number_of_days_moderate_work,PAQ625 - Number of days moderate work,paq625___number_of_days_moderate_work,PAQ625,questionnaire,,paq625___number_of_days_moderate_work,,0,0,0,0,0,0,0,0,0,0,0,0
paq650___vigorous_recreational_activities,PAQ650 - Vigorous recreational activities,paq650___vigorous_recreational_activities,PAQ650,questionnaire,,paq650___vigorous_recreational_activities,,3,1,0,0,0,0,0,1,0,1,0,0
paq665___moderate_recreational_activities,PAQ665 - Moderate recreational activities,paq665___moderate_recreational_activities,PAQ665,questionnaire,,moderate_recreational | paq665___moderate_recreational_activities,Alias normalized to moderate recreational activity yes/no.,4,0,1,1,1,0,1,0,0,0,0,0
paq670___days_moderate_recreational_activities,PAQ670 - Days moderate recreational activities,paq670___days_moderate_recreational_activities,PAQ670,questionnaire,,paq670___days_moderate_recreational_activities,,0,0,0,0,0,0,0,0,0,0,0,0
pregnancy_status,pregnancy status,pregnancy_status,RIDEXPRG,demographic,,pregnancy_status,Pregnancy status harmonized from demographics.,1,0,1,0,0,0,0,0,0,0,0,0
pulse_mean,pulse mean,pulse_mean,pulse_1-3,derived-vitals,1,pulse_mean,Mean pulse derived from repeated pulse readings in merged dataset.,0,0,0,0,0,0,0,0,0,0,0,0
regular_periods_miss,regular periods miss,regular_periods_miss,,unresolved-alias,,regular_periods_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,1,0,0,0
rhq031___had_regular_periods_in_past_12_months,RHQ031 - Had regular periods in past 12 months,rhq031___had_regular_periods_in_past_12_months,RHQ031,questionnaire,,regular_periods | rhq031___had_regular_periods_in_past_12_months | rhq031_regular_periods,,3,0,0,0,0,1,0,0,1,0,0,1
rhq060___age_at_last_menstrual_period,RHQ060 - Age at last menstrual period,rhq060___age_at_last_menstrual_period,RHQ060,questionnaire,,rhq060_age_last_period,Alias normalized to age at last menstrual period.,2,0,0,0,0,1,0,0,0,0,0,1
rhq131___ever_been_pregnant?,RHQ131 - Ever been pregnant?,rhq131___ever_been_pregnant?,RHQ131,questionnaire,,rhq131___ever_been_pregnant?,,1,1,0,0,0,0,0,0,0,0,0,0
rhq160___how_many_times_have_been_pregnant?,RHQ160 - How many times have been pregnant?,rhq160___how_many_times_have_been_pregnant?,RHQ160,questionnaire,,rhq160___how_many_times_have_been_pregnant?,,1,1,0,0,0,0,0,0,0,0,0,0
rhq540___ever_use_female_hormones?,RHQ540 - Ever use female hormones?,rhq540___ever_use_female_hormones?,RHQ540,questionnaire,,rhq540_ever_hormones,Alias normalized to female hormone use item.,2,0,0,0,0,1,0,0,0,0,0,1
"rxduse___taken_prescription_medicine,_past_month","RXDUSE - Taken prescription medicine, past month","rxduse___taken_prescription_medicine,_past_month",RXDUSE,questionnaire,,"rxduse___taken_prescription_medicine,_past_month",,0,0,0,0,0,0,0,0,0,0,0,0
saw_dr_for_pain_miss,saw dr for pain miss,saw_dr_for_pain_miss,,unresolved-alias,,saw_dr_for_pain_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,1,0,0,0,0,0
sbp_mean,sbp mean,sbp_mean,BPXSY1-3,derived-vitals,2,sbp_mean,Mean systolic blood pressure derived from repeated BP readings.,3,0,0,1,0,0,0,0,1,0,1,0
sbp_mean_miss,sbp mean miss,sbp_mean_miss,,unresolved-alias,,sbp_mean_miss,Raw feature not found directly in merged dataset; retained as supplied.,3,0,0,1,0,0,0,0,1,0,1,0
sedentary_minutes_miss,sedentary minutes miss,sedentary_minutes_miss,,unresolved-alias,,sedentary_minutes_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,1,0,0,0
serum_albumin_g_dl,serum albumin g dl,serum_albumin_g_dl,,lab,1,albumin | serum_albumin_g_dl,,0,0,0,0,0,0,0,0,0,0,0,0
serum_creatinine_mg_dl,"Creatinine, refrigerated serum (mg/dL)",serum_creatinine_mg_dl,LBXSCR,lab,1,creatinine,Alias normalized to serum creatinine.,0,0,0,0,0,0,0,0,0,0,0,0
serum_iron_ug_dl,serum iron ug dl,serum_iron_ug_dl,,lab,1,serum_iron_ug_dl,,0,0,0,0,0,0,0,0,0,0,0,0
sin_weekday_bedtime,sin weekday bedtime,sin_weekday_bedtime,SLQ300-derived,engineered-time,,sin_weekday_bedtime,Sine encoding derived from weekday sleep time.,0,0,0,0,0,0,0,0,0,0,0,0
sin_weekday_wake,sin weekday wake,sin_weekday_wake,SLQ310-derived,engineered-time,,sin_weekday_wake,Sine encoding derived from weekday wake time.,0,0,0,0,0,0,0,0,0,0,0,0
sld012___sleep_hours___weekdays_or_workdays,SLD012 - Sleep hours - weekdays or workdays,sld012___sleep_hours___weekdays_or_workdays,SLD012,questionnaire,,SLD012 | sld012___sleep_hours___weekdays_or_workdays | sld012_sleep_hours_weekday | sleep_hours_weekday | sleep_hours_weekdays,Alias normalized to weekday sleep duration.,4,0,1,0,1,1,0,0,1,0,0,0
sld013___sleep_hours___weekends,SLD013 - Sleep hours - weekends,sld013___sleep_hours___weekends,SLD013,questionnaire,,sld013___sleep_hours___weekends | sld013_sleep_hours_weekend | sleep_hours_weekend,,3,0,0,0,1,1,0,0,0,0,0,1
sleep_hours_weekdays_miss,sleep hours weekdays miss,sleep_hours_weekdays_miss,,unresolved-alias,,sleep_hours_weekdays_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,1,0,0,0
slq030___how_often_do_you_snore?,SLQ030 - How often do you snore?,slq030___how_often_do_you_snore?,SLQ030,questionnaire,,slq030___how_often_do_you_snore?,,3,1,0,0,1,0,0,1,0,0,0,0
slq050___ever_told_doctor_had_trouble_sleeping?,SLQ050 - Ever told doctor had trouble sleeping?,slq050___ever_told_doctor_had_trouble_sleeping?,SLQ050,questionnaire,,slq050_told_trouble_sleeping | told_dr_trouble_sleeping | trouble_sleeping,Alias normalized to NHANES sleep trouble item.,5,0,1,0,0,1,1,0,1,0,0,1
slq300___usual_sleep_time_on_weekdays_or_workdays,SLQ300 - Usual sleep time on weekdays or workdays,slq300___usual_sleep_time_on_weekdays_or_workdays,SLQ300,questionnaire,,slq300___usual_sleep_time_on_weekdays_or_workdays,,0,0,0,0,0,0,0,0,0,0,0,0
slq310___usual_wake_time_on_weekdays_or_workdays,SLQ310 - Usual wake time on weekdays or workdays,slq310___usual_wake_time_on_weekdays_or_workdays,SLQ310,questionnaire,,slq310___usual_wake_time_on_weekdays_or_workdays,,0,0,0,0,0,0,0,0,0,0,0,0
slq320___usual_sleep_time_on_weekends,SLQ320 - Usual sleep time on weekends,slq320___usual_sleep_time_on_weekends,SLQ320,questionnaire,,slq320___usual_sleep_time_on_weekends,,0,0,0,0,0,0,0,0,0,0,0,0
slq330___usual_wake_time_on_weekends,SLQ330 - Usual wake time on weekends,slq330___usual_wake_time_on_weekends,SLQ330,questionnaire,,slq330___usual_wake_time_on_weekends,,0,0,0,0,0,0,0,0,0,0,0,0
smd650___avg_#_cigarettes/day_during_past_30_days,SMD650 - Avg # cigarettes/day during past 30 days,smd650___avg_#_cigarettes/day_during_past_30_days,SMD650,questionnaire,,avg_cigarettes_per_day | cigarettes_per_day,Alias normalized to average cigarettes/day in past 30 days.,2,0,1,0,0,0,0,0,1,0,0,0
smoking_now_miss,smoking now miss,smoking_now_miss,,unresolved-alias,,smoking_now_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,1,0,0,0
smq020___smoked_at_least_100_cigarettes_in_life,SMQ020 - Smoked at least 100 cigarettes in life,smq020___smoked_at_least_100_cigarettes_in_life,SMQ020,questionnaire,,smoked_100_cigs,Alias normalized to ever-smoked-100-cigarettes item.,1,0,0,0,0,0,0,0,0,0,1,0
smq040___do_you_now_smoke_cigarettes?,SMQ040 - Do you now smoke cigarettes?,smq040___do_you_now_smoke_cigarettes?,SMQ040,questionnaire,,smoking_now,Alias normalized to current smoking item.,1,0,0,0,0,0,0,0,1,0,0,0
smq078___how_soon_after_waking_do_you_smoke,SMQ078 - How soon after waking do you smoke,smq078___how_soon_after_waking_do_you_smoke,SMQ078,questionnaire,,smq078___how_soon_after_waking_do_you_smoke,,1,1,0,0,0,0,0,0,0,0,0,0
social_jetlag,social jetlag,social_jetlag,SLQ300/310/320/330-derived,engineered-time,,social_jetlag,Derived mismatch between workday and weekend sleep timing.,0,0,0,0,0,0,0,0,0,0,0,0
takes_diabetes_pills_miss,takes diabetes pills miss,takes_diabetes_pills_miss,,unresolved-alias,,takes_diabetes_pills_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,1,0,0,0,0,0
taking_bp_prescription_miss,taking bp prescription miss,taking_bp_prescription_miss,,unresolved-alias,,taking_bp_prescription_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,1,0,0,0,0,0,0,0,0
taking_diabetic_pills_miss,taking diabetic pills miss,taking_diabetic_pills_miss,,unresolved-alias,,taking_diabetic_pills_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,1,0,0,0,0,0,0,0,0
taking_insulin_miss,taking insulin miss,taking_insulin_miss,,unresolved-alias,,taking_insulin_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,1,0,0,0,0,0,0,0,0
tibc_ug_dl,Total Iron Binding Capacity TIBC (ug/dL),tibc_ug_dl,LBDTIB,lab,1,tibc_ug_dl,Renamed total iron binding capacity variable.,0,0,0,0,0,0,0,0,0,0,0,0
times_urinate_in_night_miss,times urinate in night miss,times_urinate_in_night_miss,,unresolved-alias,,times_urinate_in_night_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,1,0,0,0,0,0,0,0,0
total_bilirubin_mg_dl,Total Bilirubin (mg/dL),total_bilirubin_mg_dl,LBXSTB,lab,1,bilirubin,Alias normalized to total bilirubin.,0,0,0,0,0,0,0,0,0,0,0,0
total_cholesterol_mg_dl,Total Cholesterol (mg/dL),total_cholesterol_mg_dl,LBXTC,lab,,cholesterol | total_cholesterol | total_cholesterol_mg_dl,Alias normalized to total cholesterol.,7,0,0,0,1,1,0,1,1,1,1,1
total_cholesterol_miss,total cholesterol miss,total_cholesterol_miss,,unresolved-alias,,total_cholesterol_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,1,0,0,0
total_protein_miss,total protein miss,total_protein_miss,,unresolved-alias,,total_protein_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,0,0,1,0
triglycerides_mg_dl,Triglyceride (mg/dL),triglycerides_mg_dl,LBXTR,lab,,triglycerides | triglycerides_mg_dl,Alias normalized to triglycerides.,8,0,0,1,1,1,0,1,1,1,1,1
triglycerides_miss,triglycerides miss,triglycerides_miss,,unresolved-alias,,triglycerides_miss,Raw feature not found directly in merged dataset; retained as supplied.,3,0,0,1,0,0,0,0,1,0,1,0
uacr_mg_g,uacr mg g,uacr_mg_g,,lab,,uacr_mg_g,,3,0,0,0,1,0,0,1,0,1,0,0
urinated_before_toilet_miss,urinated before toilet miss,urinated_before_toilet_miss,,unresolved-alias,,urinated_before_toilet_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,1,0,0,0,0,0,0,0,0
vigorous_exercise,vigorous exercise,vigorous_exercise,PAQ605 / PAQ650-derived,derived-questionnaire,,vigorous_exercise,Generic vigorous activity flag derived from work/recreation items.,1,0,0,0,0,0,0,0,1,0,0,0
waist_cm,waist cm,waist_cm,BMXWAIST,exam,1,waist_cm,Renamed waist circumference variable.,1,1,0,0,0,0,0,0,0,0,0,0
wbc_miss,wbc miss,wbc_miss,,unresolved-alias,,wbc_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,0,0,1,0
weight_kg,weight kg,weight_kg,BMXWT,exam,,weight_kg,Renamed body measures weight variable.,1,0,1,0,0,0,0,0,0,0,0,0
"whq040___like_to_weigh_more,_less_or_same","WHQ040 - Like to weigh more, less or same","whq040___like_to_weigh_more,_less_or_same",WHQ040,questionnaire,,"whq040___like_to_weigh_more,_less_or_same",,1,0,0,0,0,0,0,1,0,0,0,0
whq070___tried_to_lose_weight_in_past_year,WHQ070 - Tried to lose weight in past year,whq070___tried_to_lose_weight_in_past_year,WHQ070,questionnaire,,tried_to_lose_weight,Alias normalized to weight-loss attempt item.,1,0,1,0,0,0,0,0,0,0,0,0
work_schedule_miss,work schedule miss,work_schedule_miss,,unresolved-alias,,work_schedule_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,1,0,0,0
