column,dtype,missing_n,missing_pct,n_unique,column_norm,source_column_norm,mapped_domain,mapped_source_file,mapped_source_column,domain,source_file,source_column,mapping_method
diq300d___what_was_your_recent_dbp,float64,6662,89.58,65,diq300d_what_was_your_recent_dbp,diq300d_what_was_your_recent_dbp,questionnaire,merged_questionnaire.csv,diq300d___what_was_your_recent_dbp,questionnaire,merged_questionnaire.csv,diq300d___what_was_your_recent_dbp,exact_header_match
diq240___is_there_one_dr_you_see_for_diabetes,float64,6661,89.57,3,diq240_is_there_one_dr_you_see_for_diabetes,diq240_is_there_one_dr_you_see_for_diabetes,questionnaire,merged_questionnaire.csv,diq240___is_there_one_dr_you_see_for_diabetes,questionnaire,merged_questionnaire.csv,diq240___is_there_one_dr_you_see_for_diabetes,exact_header_match
diq275___past_year_dr_checked_for_a1c,float64,6661,89.57,3,diq275_past_year_dr_checked_for_a1c,diq275_past_year_dr_checked_for_a1c,questionnaire,merged_questionnaire.csv,diq275___past_year_dr_checked_for_a1c,questionnaire,merged_questionnaire.csv,diq275___past_year_dr_checked_for_a1c,exact_header_match
did310d___what_does_dr_say_dbp_should_be,float64,6661,89.57,36,did310d_what_does_dr_say_dbp_should_be,did310d_what_does_dr_say_dbp_should_be,questionnaire,merged_questionnaire.csv,did310d___what_does_dr_say_dbp_should_be,questionnaire,merged_questionnaire.csv,did310d___what_does_dr_say_dbp_should_be,exact_header_match
did310s___what_does_dr_say_sbp_should_be,float64,6661,89.57,37,did310s_what_does_dr_say_sbp_should_be,did310s_what_does_dr_say_sbp_should_be,questionnaire,merged_questionnaire.csv,did310s___what_does_dr_say_sbp_should_be,questionnaire,merged_questionnaire.csv,did310s___what_does_dr_say_sbp_should_be,exact_header_match
diq080___diabetes_affected_eyes/had_retinopathy,float64,6661,89.57,3,diq080_diabetes_affected_eyes_had_retinopathy,diq080_diabetes_affected_eyes_had_retinopathy,questionnaire,merged_questionnaire.csv,diq080___diabetes_affected_eyes/had_retinopathy,questionnaire,merged_questionnaire.csv,diq080___diabetes_affected_eyes/had_retinopathy,exact_header_match
diq360___last_time_had_pupils_dilated_for_exam,float64,6661,89.57,6,diq360_last_time_had_pupils_dilated_for_exam,diq360_last_time_had_pupils_dilated_for_exam,questionnaire,merged_questionnaire.csv,diq360___last_time_had_pupils_dilated_for_exam,questionnaire,merged_questionnaire.csv,diq360___last_time_had_pupils_dilated_for_exam,exact_header_match
did040___age_when_first_told_you_had_diabetes,float64,6661,89.57,60,did040_age_when_first_told_you_had_diabetes,did040_age_when_first_told_you_had_diabetes,questionnaire,merged_questionnaire.csv,did040___age_when_first_told_you_had_diabetes,questionnaire,merged_questionnaire.csv,did040___age_when_first_told_you_had_diabetes,exact_header_match
diq230___how_long_ago_saw_a_diabetes_specialist,float64,6661,89.57,6,diq230_how_long_ago_saw_a_diabetes_specialist,diq230_how_long_ago_saw_a_diabetes_specialist,questionnaire,merged_questionnaire.csv,diq230___how_long_ago_saw_a_diabetes_specialist,questionnaire,merged_questionnaire.csv,diq230___how_long_ago_saw_a_diabetes_specialist,exact_header_match
diq050___taking_insulin_now,float64,6660,89.55,3,diq050_taking_insulin_now,diq050_taking_insulin_now,questionnaire,merged_questionnaire.csv,diq050___taking_insulin_now,questionnaire,merged_questionnaire.csv,diq050___taking_insulin_now,exact_header_match
medication_5,str,6584,88.53,217,medication_5,medication_5,questionnaire,merged_questionnaire.csv,medication_5,questionnaire,merged_questionnaire.csv,medication_5,exact_header_match
oral_gum_problem_yesno,float64,6575,88.41,2,oral_gum_problem_yesno,oral_gum_problem_yesno,examination,examination_clean.csv,oral_gum_problem_yesno,examination,examination_clean.csv,oral_gum_problem_yesno,exact_header_match
alq290___#_times_12+_drinks_in_1_day/past_12_mos,float64,6555,88.14,12,alq290_times_12_drinks_in_1_day_past_12_mos,alq290_times_12_drinks_in_1_day_past_12_mos,questionnaire,merged_questionnaire.csv,alq290___#_times_12+_drinks_in_1_day/past_12_mos,questionnaire,merged_questionnaire.csv,alq290___#_times_12+_drinks_in_1_day/past_12_mos,exact_header_match
whd080e___skipped_meals,float64,6512,87.56,1,whd080e_skipped_meals,whd080e_skipped_meals,questionnaire,merged_questionnaire.csv,whd080e___skipped_meals,questionnaire,merged_questionnaire.csv,whd080e___skipped_meals,exact_header_match
rhd143___are_you_pregnant_now?,float64,6345,85.32,3,rhd143_are_you_pregnant_now,rhd143_are_you_pregnant_now,questionnaire,merged_questionnaire.csv,rhd143___are_you_pregnant_now?,questionnaire,merged_questionnaire.csv,rhd143___are_you_pregnant_now?,exact_header_match
smq078___how_soon_after_waking_do_you_smoke,float64,6333,85.16,8,smq078_how_soon_after_waking_do_you_smoke,smq078_how_soon_after_waking_do_you_smoke,questionnaire,merged_questionnaire.csv,smq078___how_soon_after_waking_do_you_smoke,questionnaire,merged_questionnaire.csv,smq078___how_soon_after_waking_do_you_smoke,exact_header_match
cdq008___severe_pain_in_chest_more_than_half_hour,float64,6233,83.81,3,cdq008_severe_pain_in_chest_more_than_half_hour,cdq008_severe_pain_in_chest_more_than_half_hour,questionnaire,merged_questionnaire.csv,cdq008___severe_pain_in_chest_more_than_half_hour,questionnaire,merged_questionnaire.csv,cdq008___severe_pain_in_chest_more_than_half_hour,exact_header_match
medication_4,str,6233,83.81,256,medication_4,medication_4,questionnaire,merged_questionnaire.csv,medication_4,questionnaire,merged_questionnaire.csv,medication_4,exact_header_match
cdq002___sp_get_it_walking_uphill_or_in_a_hurry,float64,6233,83.81,4,cdq002_sp_get_it_walking_uphill_or_in_a_hurry,cdq002_sp_get_it_walking_uphill_or_in_a_hurry,questionnaire,merged_questionnaire.csv,cdq002___sp_get_it_walking_uphill_or_in_a_hurry,questionnaire,merged_questionnaire.csv,cdq002___sp_get_it_walking_uphill_or_in_a_hurry,exact_header_match
whd080c___ate_less_fat_to_lose_weight,float64,6197,83.33,1,whd080c_ate_less_fat_to_lose_weight,whd080c_ate_less_fat_to_lose_weight,questionnaire,merged_questionnaire.csv,whd080c___ate_less_fat_to_lose_weight,questionnaire,merged_questionnaire.csv,whd080c___ate_less_fat_to_lose_weight,exact_header_match
mcq025___age_when_first_had_asthma,float64,6187,83.19,64,mcq025_age_when_first_had_asthma,mcq025_age_when_first_had_asthma,questionnaire,merged_questionnaire.csv,mcq025___age_when_first_had_asthma,questionnaire,merged_questionnaire.csv,mcq025___age_when_first_had_asthma,exact_header_match
mcq035___still_have_asthma,float64,6187,83.19,4,mcq035_still_have_asthma,mcq035_still_have_asthma,questionnaire,merged_questionnaire.csv,mcq035___still_have_asthma,questionnaire,merged_questionnaire.csv,mcq035___still_have_asthma,exact_header_match
whd080o___ate_fewer_carbohydrates,float64,6181,83.11,1,whd080o_ate_fewer_carbohydrates,whd080o_ate_fewer_carbohydrates,questionnaire,merged_questionnaire.csv,whd080o___ate_fewer_carbohydrates,questionnaire,merged_questionnaire.csv,whd080o___ate_fewer_carbohydrates,exact_header_match
whd080b___switched_to_foods_with_lower_calories,float64,6175,83.03,1,whd080b_switched_to_foods_with_lower_calories,whd080b_switched_to_foods_with_lower_calories,questionnaire,merged_questionnaire.csv,whd080b___switched_to_foods_with_lower_calories,questionnaire,merged_questionnaire.csv,whd080b___switched_to_foods_with_lower_calories,exact_header_match
kiq450___how_frequently_does_this_occur?,float64,6153,82.73,5,kiq450_how_frequently_does_this_occur,kiq450_how_frequently_does_this_occur,questionnaire,merged_questionnaire.csv,kiq450___how_frequently_does_this_occur?,questionnaire,merged_questionnaire.csv,kiq450___how_frequently_does_this_occur?,exact_header_match
smq050u___unit_of_measure_(day/week/month/year),float64,6126,82.37,4,smq050u_unit_of_measure_day_week_month_year,smq050u_unit_of_measure_day_week_month_year,questionnaire,merged_questionnaire.csv,smq050u___unit_of_measure_(day/week/month/year),questionnaire,merged_questionnaire.csv,smq050u___unit_of_measure_(day/week/month/year),exact_header_match
smq050q___how_long_since_quit_smoking_cigarettes,float64,6122,82.32,50,smq050q_how_long_since_quit_smoking_cigarettes,smq050q_how_long_since_quit_smoking_cigarettes,questionnaire,merged_questionnaire.csv,smq050q___how_long_since_quit_smoking_cigarettes,questionnaire,merged_questionnaire.csv,smq050q___how_long_since_quit_smoking_cigarettes,exact_header_match
smd057___#_cigarettes_smoked_per_day_when_quit,float64,6122,82.32,31,smd057_cigarettes_smoked_per_day_when_quit,smd057_cigarettes_smoked_per_day_when_quit,questionnaire,merged_questionnaire.csv,smd057___#_cigarettes_smoked_per_day_when_quit,questionnaire,merged_questionnaire.csv,smd057___#_cigarettes_smoked_per_day_when_quit,exact_header_match
rhd043___reason_not_having_regular_periods,float64,6062,81.51,6,rhd043_reason_not_having_regular_periods,rhd043_reason_not_having_regular_periods,questionnaire,merged_questionnaire.csv,rhd043___reason_not_having_regular_periods,questionnaire,merged_questionnaire.csv,rhd043___reason_not_having_regular_periods,exact_header_match
rhq060___age_at_last_menstrual_period,float64,6049,81.34,44,rhq060_age_at_last_menstrual_period,rhq060_age_at_last_menstrual_period,questionnaire,merged_questionnaire.csv,rhq060___age_at_last_menstrual_period,questionnaire,merged_questionnaire.csv,rhq060___age_at_last_menstrual_period,exact_header_match
ocq210___usually_work_35_or_more_hours_per_week,float64,6048,81.32,3,ocq210_usually_work_35_or_more_hours_per_week,ocq210_usually_work_35_or_more_hours_per_week,questionnaire,merged_questionnaire.csv,ocq210___usually_work_35_or_more_hours_per_week,questionnaire,merged_questionnaire.csv,ocq210___usually_work_35_or_more_hours_per_week,exact_header_match
smd100mn___cigarette_menthol_indicator,float64,6042,81.24,3,smd100mn_cigarette_menthol_indicator,smd100mn_cigarette_menthol_indicator,questionnaire,merged_questionnaire.csv,smd100mn___cigarette_menthol_indicator,questionnaire,merged_questionnaire.csv,smd100mn___cigarette_menthol_indicator,exact_header_match
smd100fl___cigarette_filter_type,float64,6042,81.24,3,smd100fl_cigarette_filter_type,smd100fl_cigarette_filter_type,questionnaire,merged_questionnaire.csv,smd100fl___cigarette_filter_type,questionnaire,merged_questionnaire.csv,smd100fl___cigarette_filter_type,exact_header_match
kiq430___how_frequently_does_this_occur?,float64,6028,81.05,5,kiq430_how_frequently_does_this_occur,kiq430_how_frequently_does_this_occur,questionnaire,merged_questionnaire.csv,kiq430___how_frequently_does_this_occur?,questionnaire,merged_questionnaire.csv,kiq430___how_frequently_does_this_occur?,exact_header_match
bpq100d___now_taking_prescribed_medicine,float64,6023,80.99,3,bpq100d_now_taking_prescribed_medicine,bpq100d_now_taking_prescribed_medicine,questionnaire,merged_questionnaire.csv,bpq100d___now_taking_prescribed_medicine,questionnaire,merged_questionnaire.csv,bpq100d___now_taking_prescribed_medicine,exact_header_match
smd650___avg_#_cigarettes/day_during_past_30_days,float64,5984,80.46,30,smd650_avg_cigarettes_day_during_past_30_days,smd650_avg_cigarettes_day_during_past_30_days,questionnaire,merged_questionnaire.csv,smd650___avg_#_cigarettes/day_during_past_30_days,questionnaire,merged_questionnaire.csv,smd650___avg_#_cigarettes/day_during_past_30_days,exact_header_match
hud062___how_long_since_last_healthcare_visit,float64,5979,80.4,6,hud062_how_long_since_last_healthcare_visit,hud062_how_long_since_last_healthcare_visit,questionnaire,merged_questionnaire.csv,hud062___how_long_since_last_healthcare_visit,questionnaire,merged_questionnaire.csv,hud062___how_long_since_last_healthcare_visit,exact_header_match
smq670___tried_to_quit_smoking,float64,5969,80.26,2,smq670_tried_to_quit_smoking,smq670_tried_to_quit_smoking,questionnaire,merged_questionnaire.csv,smq670___tried_to_quit_smoking,questionnaire,merged_questionnaire.csv,smq670___tried_to_quit_smoking,exact_header_match
smd641___#_days_smoked_cigs_during_past_30_days,float64,5969,80.26,30,smd641_days_smoked_cigs_during_past_30_days,smd641_days_smoked_cigs_during_past_30_days,questionnaire,merged_questionnaire.csv,smd641___#_days_smoked_cigs_during_past_30_days,questionnaire,merged_questionnaire.csv,smd641___#_days_smoked_cigs_during_past_30_days,exact_header_match
mcq540___ever_seen_a_dr_about_this_pain,float64,5904,79.39,3,mcq540_ever_seen_a_dr_about_this_pain,mcq540_ever_seen_a_dr_about_this_pain,questionnaire,merged_questionnaire.csv,mcq540___ever_seen_a_dr_about_this_pain,questionnaire,merged_questionnaire.csv,mcq540___ever_seen_a_dr_about_this_pain,exact_header_match
mcq530___where_was_the_most_uncomfortable_pain,float64,5904,79.39,4,mcq530_where_was_the_most_uncomfortable_pain,mcq530_where_was_the_most_uncomfortable_pain,questionnaire,merged_questionnaire.csv,mcq530___where_was_the_most_uncomfortable_pain,questionnaire,merged_questionnaire.csv,mcq530___where_was_the_most_uncomfortable_pain,exact_header_match
mcq195___which_type_of_arthritis_was_it?,float64,5886,79.14,6,mcq195_which_type_of_arthritis_was_it,mcq195_which_type_of_arthritis_was_it,questionnaire,merged_questionnaire.csv,mcq195___which_type_of_arthritis_was_it?,questionnaire,merged_questionnaire.csv,mcq195___which_type_of_arthritis_was_it?,exact_header_match
whq060___weight_change_intentional,float64,5847,78.62,2,whq060_weight_change_intentional,whq060_weight_change_intentional,questionnaire,merged_questionnaire.csv,whq060___weight_change_intentional,questionnaire,merged_questionnaire.csv,whq060___weight_change_intentional,exact_header_match
diq070___take_diabetic_pills_to_lower_blood_sugar,float64,5792,77.88,3,diq070_take_diabetic_pills_to_lower_blood_sugar,diq070_take_diabetic_pills_to_lower_blood_sugar,questionnaire,merged_questionnaire.csv,diq070___take_diabetic_pills_to_lower_blood_sugar,questionnaire,merged_questionnaire.csv,diq070___take_diabetic_pills_to_lower_blood_sugar,exact_header_match
whd080r___changed_eating_habits,float64,5764,77.5,1,whd080r_changed_eating_habits,whd080r_changed_eating_habits,questionnaire,merged_questionnaire.csv,whd080r___changed_eating_habits,questionnaire,merged_questionnaire.csv,whd080r___changed_eating_habits,exact_header_match
medication_3,str,5745,77.25,322,medication_3,medication_3,questionnaire,merged_questionnaire.csv,medication_3,questionnaire,merged_questionnaire.csv,medication_3,exact_header_match
"whd080s___ate_less_sugar,_candy,_sweets",float64,5692,76.54,1,whd080s_ate_less_sugar_candy_sweets,whd080s_ate_less_sugar_candy_sweets,questionnaire,merged_questionnaire.csv,"whd080s___ate_less_sugar,_candy,_sweets",questionnaire,merged_questionnaire.csv,"whd080s___ate_less_sugar,_candy,_sweets",exact_header_match
kiq010___how_much_urine_lose_each_time?,float64,5615,75.5,4,kiq010_how_much_urine_lose_each_time,kiq010_how_much_urine_lose_each_time,questionnaire,merged_questionnaire.csv,kiq010___how_much_urine_lose_each_time?,questionnaire,merged_questionnaire.csv,kiq010___how_much_urine_lose_each_time?,exact_header_match
bpq050a___now_taking_prescribed_medicine_for_hbp,float64,5573,74.94,2,bpq050a_now_taking_prescribed_medicine_for_hbp,bpq050a_now_taking_prescribed_medicine_for_hbp,questionnaire,merged_questionnaire.csv,bpq050a___now_taking_prescribed_medicine_for_hbp,questionnaire,merged_questionnaire.csv,bpq050a___now_taking_prescribed_medicine_for_hbp,exact_header_match
pregnancy_status,str,5563,74.8,3,pregnancy_status,pregnancy_status,demographics,demo_all_adults.csv,pregnancy_status,demographics,demo_all_adults.csv,pregnancy_status,exact_header_match
whd080t___ate_less_junk_food_or_fast_food,float64,5558,74.73,1,whd080t_ate_less_junk_food_or_fast_food,whd080t_ate_less_junk_food_or_fast_food,questionnaire,merged_questionnaire.csv,whd080t___ate_less_junk_food_or_fast_food,questionnaire,merged_questionnaire.csv,whd080t___ate_less_junk_food_or_fast_food,exact_header_match
pad645___minutes_walk/bicycle_for_transportation,float64,5538,74.47,38,pad645_minutes_walk_bicycle_for_transportation,pad645_minutes_walk_bicycle_for_transportation,questionnaire,merged_questionnaire.csv,pad645___minutes_walk/bicycle_for_transportation,questionnaire,merged_questionnaire.csv,pad645___minutes_walk/bicycle_for_transportation,exact_header_match
paq640___number_of_days_walk_or_bicycle,float64,5528,74.33,8,paq640_number_of_days_walk_or_bicycle,paq640_number_of_days_walk_or_bicycle,questionnaire,merged_questionnaire.csv,paq640___number_of_days_walk_or_bicycle,questionnaire,merged_questionnaire.csv,paq640___number_of_days_walk_or_bicycle,exact_header_match
rhd180___age_at_first_live_birth,float64,5489,73.81,29,rhd180_age_at_first_live_birth,rhd180_age_at_first_live_birth,questionnaire,merged_questionnaire.csv,rhd180___age_at_first_live_birth,questionnaire,merged_questionnaire.csv,rhd180___age_at_first_live_birth,exact_header_match
ocd383___main_reason_did_not_work_last_week,float64,5464,73.47,7,ocd383_main_reason_did_not_work_last_week,ocd383_main_reason_did_not_work_last_week,questionnaire,merged_questionnaire.csv,ocd383___main_reason_did_not_work_last_week,questionnaire,merged_questionnaire.csv,ocd383___main_reason_did_not_work_last_week,exact_header_match
rhd190___age_at_last_live_birth,float64,5463,73.46,30,rhd190_age_at_last_live_birth,rhd190_age_at_last_live_birth,questionnaire,merged_questionnaire.csv,rhd190___age_at_last_live_birth,questionnaire,merged_questionnaire.csv,rhd190___age_at_last_live_birth,exact_header_match
oral_hygiene_issue_yesno,float64,5426,72.96,2,oral_hygiene_issue_yesno,oral_hygiene_issue_yesno,examination,examination_clean.csv,oral_hygiene_issue_yesno,examination,examination_clean.csv,oral_hygiene_issue_yesno,exact_header_match
"whd080q___ate_more_fruits,_vegetables,_salads",float64,5413,72.78,1,whd080q_ate_more_fruits_vegetables_salads,whd080q_ate_more_fruits_vegetables_salads,questionnaire,merged_questionnaire.csv,"whd080q___ate_more_fruits,_vegetables,_salads",questionnaire,merged_questionnaire.csv,"whd080q___ate_more_fruits,_vegetables,_salads",exact_header_match
pad615___minutes_vigorous_intensity_work,float64,5370,72.21,28,pad615_minutes_vigorous_intensity_work,pad615_minutes_vigorous_intensity_work,questionnaire,merged_questionnaire.csv,pad615___minutes_vigorous_intensity_work,questionnaire,merged_questionnaire.csv,pad615___minutes_vigorous_intensity_work,exact_header_match
paq610___number_of_days_vigorous_work,float64,5355,72.0,8,paq610_number_of_days_vigorous_work,paq610_number_of_days_vigorous_work,questionnaire,merged_questionnaire.csv,paq610___number_of_days_vigorous_work,questionnaire,merged_questionnaire.csv,paq610___number_of_days_vigorous_work,exact_header_match
transferrin_receptor_mg_l,float64,5322,71.56,545,transferrin_receptor_mg_l,transferrin_receptor_mg_l,laboratory,laboratory_clean.csv,transferrin_receptor_mg_l,laboratory,laboratory_clean.csv,transferrin_receptor_mg_l,exact_header_match
bpq030___told_had_high_blood_pressure___2+_times,float64,5307,71.36,3,bpq030_told_had_high_blood_pressure_2_times,bpq030_told_had_high_blood_pressure_2_times,questionnaire,merged_questionnaire.csv,bpq030___told_had_high_blood_pressure___2+_times,questionnaire,merged_questionnaire.csv,bpq030___told_had_high_blood_pressure___2+_times,exact_header_match
bpq040a___taking_prescription_for_hypertension,float64,5307,71.36,3,bpq040a_taking_prescription_for_hypertension,bpq040a_taking_prescription_for_hypertension,questionnaire,merged_questionnaire.csv,bpq040a___taking_prescription_for_hypertension,questionnaire,merged_questionnaire.csv,bpq040a___taking_prescription_for_hypertension,exact_header_match
bpd035___age_told_had_hypertension,float64,5307,71.36,56,bpd035_age_told_had_hypertension,bpd035_age_told_had_hypertension,questionnaire,merged_questionnaire.csv,bpd035___age_told_had_hypertension,questionnaire,merged_questionnaire.csv,bpd035___age_told_had_hypertension,exact_header_match
oral_decayed_teeth_yesno,float64,5270,70.86,2,oral_decayed_teeth_yesno,oral_decayed_teeth_yesno,examination,examination_clean.csv,oral_decayed_teeth_yesno,examination,examination_clean.csv,oral_decayed_teeth_yesno,exact_header_match
pad660___minutes_vigorous_recreational_activities,float64,5226,70.27,29,pad660_minutes_vigorous_recreational_activities,pad660_minutes_vigorous_recreational_activities,questionnaire,merged_questionnaire.csv,pad660___minutes_vigorous_recreational_activities,questionnaire,merged_questionnaire.csv,pad660___minutes_vigorous_recreational_activities,exact_header_match
paq655___days_vigorous_recreational_activities,float64,5221,70.2,8,paq655_days_vigorous_recreational_activities,paq655_days_vigorous_recreational_activities,questionnaire,merged_questionnaire.csv,paq655___days_vigorous_recreational_activities,questionnaire,merged_questionnaire.csv,paq655___days_vigorous_recreational_activities,exact_header_match
kiq052___how_much_were_daily_activities_affected?,float64,5204,69.97,5,kiq052_how_much_were_daily_activities_affected,kiq052_how_much_were_daily_activities_affected,questionnaire,merged_questionnaire.csv,kiq052___how_much_were_daily_activities_affected?,questionnaire,merged_questionnaire.csv,kiq052___how_much_were_daily_activities_affected?,exact_header_match
kiq050___how_much_did_urine_leakage_bother_you?,float64,5204,69.97,5,kiq050_how_much_did_urine_leakage_bother_you,kiq050_how_much_did_urine_leakage_bother_you,questionnaire,merged_questionnaire.csv,kiq050___how_much_did_urine_leakage_bother_you?,questionnaire,merged_questionnaire.csv,kiq050___how_much_did_urine_leakage_bother_you?,exact_header_match
whd080a___ate_less_to_lose_weight,float64,5202,69.95,1,whd080a_ate_less_to_lose_weight,whd080a_ate_less_to_lose_weight,questionnaire,merged_questionnaire.csv,whd080a___ate_less_to_lose_weight,questionnaire,merged_questionnaire.csv,whd080a___ate_less_to_lose_weight,exact_header_match
alq280___#_times_8+_drinks_in_1_day/past_12_mos,float64,5155,69.32,13,alq280_times_8_drinks_in_1_day_past_12_mos,alq280_times_8_drinks_in_1_day_past_12_mos,questionnaire,merged_questionnaire.csv,alq280___#_times_8+_drinks_in_1_day/past_12_mos,questionnaire,merged_questionnaire.csv,alq280___#_times_8+_drinks_in_1_day/past_12_mos,exact_header_match
alq270___#_times_4_5_drinks_in_2hrs/past_12_mos,float64,5155,69.32,13,alq270_times_4_5_drinks_in_2hrs_past_12_mos,alq270_times_4_5_drinks_in_2hrs_past_12_mos,questionnaire,merged_questionnaire.csv,alq270___#_times_4_5_drinks_in_2hrs/past_12_mos,questionnaire,merged_questionnaire.csv,alq270___#_times_4_5_drinks_in_2hrs/past_12_mos,exact_header_match
whd080m___drank_a_lot_of_water,float64,5147,69.21,1,whd080m_drank_a_lot_of_water,whd080m_drank_a_lot_of_water,questionnaire,merged_questionnaire.csv,whd080m___drank_a_lot_of_water,questionnaire,merged_questionnaire.csv,whd080m___drank_a_lot_of_water,exact_header_match
medication_2,str,5040,67.77,366,medication_2,medication_2,questionnaire,merged_questionnaire.csv,medication_2,questionnaire,merged_questionnaire.csv,medication_2,exact_header_match
rhq172___any_babies_weigh_9_lbs_or_more?,float64,5018,67.47,4,rhq172_any_babies_weigh_9_lbs_or_more,rhq172_any_babies_weigh_9_lbs_or_more,questionnaire,merged_questionnaire.csv,rhq172___any_babies_weigh_9_lbs_or_more?,questionnaire,merged_questionnaire.csv,rhq172___any_babies_weigh_9_lbs_or_more?,exact_header_match
rhq171___how_many_deliveries_live_birth_result?,float64,5018,67.47,7,rhq171_how_many_deliveries_live_birth_result,rhq171_how_many_deliveries_live_birth_result,questionnaire,merged_questionnaire.csv,rhq171___how_many_deliveries_live_birth_result?,questionnaire,merged_questionnaire.csv,rhq171___how_many_deliveries_live_birth_result?,exact_header_match
whd080d___exercised_to_lose_weight,float64,5017,67.46,1,whd080d_exercised_to_lose_weight,whd080d_exercised_to_lose_weight,questionnaire,merged_questionnaire.csv,whd080d___exercised_to_lose_weight,questionnaire,merged_questionnaire.csv,whd080d___exercised_to_lose_weight,exact_header_match
rhd167___total_number_of_deliveries,float64,4866,65.43,7,rhd167_total_number_of_deliveries,rhd167_total_number_of_deliveries,questionnaire,merged_questionnaire.csv,rhd167___total_number_of_deliveries,questionnaire,merged_questionnaire.csv,rhd167___total_number_of_deliveries,exact_header_match
"rhq162___during_pregnancy,_told_you_have_diabetes",float64,4860,65.35,5,rhq162_during_pregnancy_told_you_have_diabetes,rhq162_during_pregnancy_told_you_have_diabetes,questionnaire,merged_questionnaire.csv,"rhq162___during_pregnancy,_told_you_have_diabetes",questionnaire,merged_questionnaire.csv,"rhq162___during_pregnancy,_told_you_have_diabetes",exact_header_match
rhq160___how_many_times_have_been_pregnant?,float64,4859,65.34,12,rhq160_how_many_times_have_been_pregnant,rhq160_how_many_times_have_been_pregnant,questionnaire,merged_questionnaire.csv,rhq160___how_many_times_have_been_pregnant?,questionnaire,merged_questionnaire.csv,rhq160___how_many_times_have_been_pregnant?,exact_header_match
whd130___self_reported_height___age_25_(inches),float64,4723,63.51,32,whd130_self_reported_height_age_25_inches,whd130_self_reported_height_age_25_inches,questionnaire,merged_questionnaire.csv,whd130___self_reported_height___age_25_(inches),questionnaire,merged_questionnaire.csv,whd130___self_reported_height___age_25_(inches),exact_header_match
smd030___age_started_smoking_cigarettes_regularly,float64,4654,62.58,45,smd030_age_started_smoking_cigarettes_regularly,smd030_age_started_smoking_cigarettes_regularly,questionnaire,merged_questionnaire.csv,smd030___age_started_smoking_cigarettes_regularly,questionnaire,merged_questionnaire.csv,smd030___age_started_smoking_cigarettes_regularly,exact_header_match
smq040___do_you_now_smoke_cigarettes?,float64,4654,62.58,3,smq040_do_you_now_smoke_cigarettes,smq040_do_you_now_smoke_cigarettes,questionnaire,merged_questionnaire.csv,smq040___do_you_now_smoke_cigarettes?,questionnaire,merged_questionnaire.csv,smq040___do_you_now_smoke_cigarettes?,exact_header_match
rhq074___tried_for_a_year_to_become_pregnant?,float64,4601,61.87,4,rhq074_tried_for_a_year_to_become_pregnant,rhq074_tried_for_a_year_to_become_pregnant,questionnaire,merged_questionnaire.csv,rhq074___tried_for_a_year_to_become_pregnant?,questionnaire,merged_questionnaire.csv,rhq074___tried_for_a_year_to_become_pregnant?,exact_header_match
rhq076___seen_a_dr_b/c_unable_to_become_pregnant?,float64,4601,61.87,4,rhq076_seen_a_dr_b_c_unable_to_become_pregnant,rhq076_seen_a_dr_b_c_unable_to_become_pregnant,questionnaire,merged_questionnaire.csv,rhq076___seen_a_dr_b/c_unable_to_become_pregnant?,questionnaire,merged_questionnaire.csv,rhq076___seen_a_dr_b/c_unable_to_become_pregnant?,exact_header_match
rhq078___ever_treated_for_a_pelvic_infection/pid?,float64,4601,61.87,4,rhq078_ever_treated_for_a_pelvic_infection_pid,rhq078_ever_treated_for_a_pelvic_infection_pid,questionnaire,merged_questionnaire.csv,rhq078___ever_treated_for_a_pelvic_infection/pid?,questionnaire,merged_questionnaire.csv,rhq078___ever_treated_for_a_pelvic_infection/pid?,exact_header_match
pad675___minutes_moderate_recreational_activities,float64,4301,57.83,32,pad675_minutes_moderate_recreational_activities,pad675_minutes_moderate_recreational_activities,questionnaire,merged_questionnaire.csv,pad675___minutes_moderate_recreational_activities,questionnaire,merged_questionnaire.csv,pad675___minutes_moderate_recreational_activities,exact_header_match
rhq305___had_both_ovaries_removed?,float64,4300,57.82,3,rhq305_had_both_ovaries_removed,rhq305_had_both_ovaries_removed,questionnaire,merged_questionnaire.csv,rhq305___had_both_ovaries_removed?,questionnaire,merged_questionnaire.csv,rhq305___had_both_ovaries_removed?,exact_header_match
rhd280___had_a_hysterectomy?,float64,4299,57.81,3,rhd280_had_a_hysterectomy,rhd280_had_a_hysterectomy,questionnaire,merged_questionnaire.csv,rhd280___had_a_hysterectomy?,questionnaire,merged_questionnaire.csv,rhd280___had_a_hysterectomy?,exact_header_match
paq670___days_moderate_recreational_activities,float64,4291,57.7,8,paq670_days_moderate_recreational_activities,paq670_days_moderate_recreational_activities,questionnaire,merged_questionnaire.csv,paq670___days_moderate_recreational_activities,questionnaire,merged_questionnaire.csv,paq670___days_moderate_recreational_activities,exact_header_match
rhq540___ever_use_female_hormones?,float64,4283,57.59,4,rhq540_ever_use_female_hormones,rhq540_ever_use_female_hormones,questionnaire,merged_questionnaire.csv,rhq540___ever_use_female_hormones?,questionnaire,merged_questionnaire.csv,rhq540___ever_use_female_hormones?,exact_header_match
